Средний_балл;Учебное_заведение;Город;Число_поступающих
81;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 3»;Ханты-Мансийск;1
81;"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Хакасия;1
81;Гимназия 14 г.Улан-Удэ;Улан-Удэ;1
81;МАОУ средняя общеобразовательная школа №11 им. В.И. Смирнова г.Томска;Томск;1
81;МАОУ СОШ №47 г.Томска;Томск;1
81;МАОУ Сибирский лицей г.Томска;Томск;3
81;Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа №63;Тюмень;2
81;МАОУ гимназия №55 им. Е.Г. Вёрсткиной г. Томска;Томск;4
81;МАОУ гимназия № 55 г.Томска;Томск;1
81;МАОУ Заозерная СОШ с углубленным изучением отдельных предметов №16;Томск;1
81;МБОУ средняя общеобразовательная школа №4 г.Гусиноозерска имени Героя Социалистического труда Г.Д. Тучинова;Гусиноозерск;1
81;"МАОУ ""Закаменская СОШ №1""";Закаменск;1
81;Средняя образовательная школа 5 г.Зея;Зея;1
81;Белоярская средняя общеобразовательная школа № 2;Белый Яр;1
81;"Муниципальное бюджетное общеобразовательное учреждение ""Физико-математический лицей""";Глазов;1
81;Средняя общеобразовательная школа 3 г.Анжеро-Судженск;Анжеро-Судженск;1
81;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя общеобразовательная школа № 12 Муниципальное образование город курорт Анапа;Анапская;1
81;Средняя общеобразовательная школа 1 г.Абакан;Абакан;1
81;"МБОУ ""Гимназия г. Алдан""";Алдан;1
81;МБОУ СОШ №34;Кемерово;2
81;МБОУ Гимназия №17;Кемерово;2
81;МБОУ СОШ №99 г.Кемерово;Кемерово;1
81;МАОУ Лицей ИГУ г. Иркутска;Иркутск;3
81;Лицей Иркутского государственного университета г.Иркутск;Иркутск;1
81;Средняя общеобразовательная школа 27 г.Касли Челябинская обл.;Касли;1
81;Камышинская средняя общеобразовательная школа;Камышино;1
81;Лицей №6;Красноярск;1
81;Средняя общеобразовательная школа № 2;Ленинск-Кузнецкий;4
81;Муниципальное бюджетное общеобразовательное учреждение «ЛИЦЕЙ» города Лесосибирска, Красноярского края;Лесосибирск;1
81;Средняя общеобразовательная школа 28 г.Киселевск;Киселевск;3
81;Средняя общеобразовательная школа 11 г.Киселевск;Киселевск;2
81;МБОУ Средняя школа №17;Красноярск;1
81;Православная гимназия во имя Святителя Луки Войно-Ясенецкого города Новокузнецка Кемеровской области;Новокузнецк;1
81;"Муниципальное бюджетное общеобразовательное учреждение ""Лицей№ 34"" города Новокузнецка  Кемеровской области";Новокузнецк;4
81;"МБОУ ""Лицей"" г.Нижневартовска";Нижневартовск;1
81;МОУ Нерчинско-заводская СОШ;Нерчинский Завод;1
81;Лицей 84;Новокузнецк;1
81;Структурное подразделение Новосибирского государственного университета Специализированный учебно-научный центр Университета;Новосибирск;2
81;"муниципальное бюджетное нетиповое общеобразовательное учреждение ""Лицей № 84 имени В.А.Власова ";Новокузнецк;3
81;МБОУ СОШ№36;Новокузнецк;1
81;"Муниципальное бюджетное общеобразовательное учреждение ""Парбигская средняя общеобразовательная школа имени Михаила Тимофеевича Калашникова""";Парбиг;1
81;Лицей 36 г.Осинники;Осинники;1
81;"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №146 с углубленным изучением математики, физики, информатики"" г.Перми Пермского края";Пермь;3
81;"БОУ г.Омска ""Гимназия №43""";Омск;1
81;"МБОУ ""Сетовская средняя общеобразовательная школа""";Сетовка;1
81;"муниципальное автономное общеобразовательное учреждение ""Гимназия №48""";Талнах;1
81;Средняя школа 20 п.Сокол;Сокол;1
81;Средняя общеобразовательная школа 67 г.Томска;Томск;1
80;Муниципальная средняя (полная) общеобразовательная школа № 37 г.Томск;Томск;3
80;"МБОУ ""Лицей №57"" города Прокопьевска Кемеровской области";Прокопьевск;4
80;МБОУ Лицей №126;Новосибирск;3
80;Средняя школа 2 г.Кокшетау Р.Казахстан;Кокшетау;1
80;Кузбасский государственный технический университет г.Кемерово;Кемерово;1
80;"МАОУ ""Гимназия №13 ""Академ""";Красноярск;2
80;"МБОУ ""Гимназия №1"" г. Кемерово";Кемерово;4
80;МАОУ Лицей №1 им. А.С. Пушкина;Томск;7
80;МАОУ СОШ №41 г.Томска;Томск;2
80;МБОУ Многопрофильная гимназия № 12;Чита;2
79;Национальная политехническая образовательная школа 2 г.Якутск;Якутск;1
79;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №15 имени Пяти Героев Советского Союза;Хабаровск;1
79;МАОУ СОШ № 42 г.Улан-Удэ;Улан-Удэ;1
79;"МБОУ ""Гимназия №25""";Кемерово;2
79;"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №14"" города Кемерово Кемеровской области";Кемерово;1
79;Средняя общеобразовательная школа 11 г.Кемерово;Кемерово;1
79;Средняя общеобразовательная школа № 28 г.Кемерово;Кемерово;1
79;Технический лицей 176 Карасукского района Новосибирской области;Карасук;1
79;Средняя общеобразовательная школа 3 г.Искитим;Искитим;1
79;МАОУ Зональненская средняя общеобразовательная школа;Зональная станция;1
79;"МАОУ ""КУГ №1-Универс""";Красноярск;1
79;Красноярский кадетский корпус имени А.И.Лебедя;Красноярск;1
79;"МБНОУ ""Гимназия №18"" г. Ленинска-Кузнецкого Кемеровской области";Ленинск-Кузнецкий;1
79;"МАНОУ ""Лицей № 4"" Ленинск-Кузнецкого городского округа Кемеровской области";Ленинск-Кузнецкий;2
